name-of-company,name-of-job,location,salary,date,application-link
Brunswick Corporation,Mobile Application Development Intern,Chicago IL,$56K - $77K (Glassdoor est.),13,https://www.glassdoor.com/partner/jobListing.htm?pos=2518&ao=1136043&s=58&guid=0000018acae993b290851f738162eff7&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_778d6fc9&cb=1695621423168&jobListingId=1008864093554&jrtk=5-yul1-3-1hb5ej7vlirqr801-1hb5ej4vbjqtj800
"Woodward, Inc.",Software Engineering Internship Summer 2024,Fort Collins CO,$21.00 Per Hour (Employer est.),13,https://www.glassdoor.com/partner/jobListing.htm?pos=2827&ao=1136043&s=58&guid=0000018acaea3673b774d03fdf3d6f38&src=GD_JOB_AD&t=SR&vt=w&cs=1_b8573d78&cb=1695621461974&jobListingId=1008863573436&jrtk=5-yul1-0-1hb5ekdkviqv9800-ab1ccfdba79428f9
What If Holdings,Software Development Engineering Intern - Summer 2024,Fort Lee NJ,$65K - $105K (Glassdoor est.),13,https://www.glassdoor.com/partner/jobListing.htm?pos=2905&ao=1136043&s=58&guid=0000018acaea7570bd01a0c7fea153e0&src=GD_JOB_AD&t=SR&vt=w&cs=1_a3e9c8a8&cb=1695621478283&jobListingId=1008864373869&jrtk=5-yul1-0-1hb5ekthsjkud800-5a2c5e63a2a5b805
Hii,Software Engineering Intern 1 (2024) - 16128,Roanoke VA,$70K - $111K (Glassdoor est.),13,https://www.glassdoor.com/partner/jobListing.htm?pos=3020&ao=1136043&s=58&guid=0000018acaeaa6ae907d2501080b0abf&src=GD_JOB_AD&t=SR&vt=w&cs=1_6e49fde0&cb=1695621490766&jobListingId=1008863184562&jrtk=5-yul1-0-1hb5el9msjkt0800-1020f990114c75ff
Msa Safety,Spring 2024 Software Co-op/Internship,Cranberry Twp PA,,13,https://www.glassdoor.com/partner/jobListing.htm?pos=3023&ao=1136043&s=58&guid=0000018acaeaa6ae907d2501080b0abf&src=GD_JOB_AD&t=SR&vt=w&cs=1_115dd679&cb=1695621490768&jobListingId=1008864476964&jrtk=5-yul1-0-1hb5el9msjkt0800-30544d5fe81139f6
Emerson,Software Engineering Intern,Shakopee MN,$56K - $86K (Glassdoor est.),14,https://www.glassdoor.com/partner/jobListing.htm?pos=1004&ao=1136043&s=58&guid=0000018acae6bcb68642e7eeb87fa055&src=GD_JOB_AD&t=SR&vt=w&cs=1_265908f4&cb=1695621234177&jobListingId=1008862528297&jrtk=5-yul1-0-1hb5edf7bk7e1800-c6ce1936706181c8
Radio Flyer Inc.,Frontend Developer Intern - Summer 2024,Chicago IL,$55K - $83K (Glassdoor est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=521&ao=1136043&s=58&guid=0000018acae55fe0a35a989b79a75dec&src=GD_JOB_AD&t=SR&vt=w&cs=1_9345434b&cb=1695621144936&jobListingId=1008860810152&jrtk=5-yul1-0-1hb5eao0ji45n800-5f0c525199880159
Home Depot / Thd,Software Engineer Internship (Remote),Atlanta GA,$47K - $72K (Glassdoor est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=608&ao=1136043&s=58&guid=0000018acae5a80685f43d03a071ce7d&src=GD_JOB_AD&t=SR&vt=w&cs=1_3500c856&cb=1695621163443&jobListingId=1008860454489&jrtk=5-yul1-0-1hb5eba1sjktr800-3dbe340a8f0ef121
"Colony Brands, Inc.",Web Developer Internship,Monroe WI,$64K - $100K (Glassdoor est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=802&ao=1136043&s=58&guid=0000018acae6262d9b76ff091206c2dd&src=GD_JOB_AD&t=SR&vt=w&cs=1_89adcf48&cb=1695621195637&jobListingId=1008860644777&jrtk=5-yul1-0-1hb5ec9j1k5rq800-5d196cd78aeded12
Gm Financial,Intern - Software Development Engineer (Summer 2024),Arlington TX,$88K - $133K (Glassdoor est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=809&ao=1136043&s=58&guid=0000018acae6262d9b76ff091206c2dd&src=GD_JOB_AD&t=SR&vt=w&cs=1_0cc5ce32&cb=1695621195638&jobListingId=1008860695902&jrtk=5-yul1-0-1hb5ec9j1k5rq800-63681e19d7bb8d3a
Pearson,Intern - Software Engineer,Durham NC,$84K - $123K (Glassdoor est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=809&ao=1136043&s=58&guid=0000018acae6262d9b76ff091206c2dd&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_cb5fce95&cb=1695621204301&jobListingId=1008860695902&jrtk=5-yul1-3-1hb5eci7pk7qg801-1hb5ec9j1k5rq800
Westinghouse Electric Company,Information Technology - Software Engineers - 2024 Summer Internships,Cranberry Twp PA,$72K - $113K (Glassdoor est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=1012&ao=1136043&s=58&guid=0000018acae6bcb68642e7eeb87fa055&src=GD_JOB_AD&t=SR&vt=w&cs=1_f38c5264&cb=1695621234178&jobListingId=1008860442972&jrtk=5-yul1-0-1hb5edf7bk7e1800-21e7950de4ce8231
Cencora,IT Software Engineering Intern (Summer 2024 - Internship Program),Pennsylvania,$27K - $41K (Employer est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=1014&ao=1136043&s=58&guid=0000018acae6bcb68642e7eeb87fa055&src=GD_JOB_AD&t=SR&vt=w&cs=1_1af0b70d&cb=1695621234179&jobListingId=1008860392092&jrtk=5-yul1-0-1hb5edf7bk7e1800-5ec8c4e82283fa7b
Financial Information Technologies Llc,Software Engineer Intern,Tampa FL,$65K - $103K (Glassdoor est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=1021&ao=1136043&s=58&guid=0000018acae6bcb68642e7eeb87fa055&src=GD_JOB_AD&t=SR&vt=w&cs=1_63716815&cb=1695621234180&jobListingId=1008860570739&jrtk=5-yul1-0-1hb5edf7bk7e1800-be8f3d5617c2842e
Aerojet Rocketdyne,Intern Software Engineering,Orlando FL,$66K - $108K (Glassdoor est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=1212&ao=1136043&s=58&guid=0000018acae7168896e3f6a5b5441cd6&src=GD_JOB_AD&t=SR&vt=w&cs=1_bebabbfa&cb=1695621257175&jobListingId=1008859361610&jrtk=5-yul1-0-1hb5ee5lmikei800-fb07825f96ffcee4
Stellantis,Technical Software Driven Experience (SWX) Intern - Summer 2024,Remote,,16,https://www.glassdoor.com/partner/jobListing.htm?pos=1608&ao=1136043&s=58&guid=0000018acae7eda595f0c35fdc339d8d&src=GD_JOB_AD&t=SR&vt=w&cs=1_c4224f3a&cb=1695621312344&jobListingId=1008860600501&jrtk=5-yul1-0-1hb5efregir1h800-4fa5a4750dadaaf8
Framatome,Intern / Co - Op Software Engineers,Lynchburg VA,$19.00 - $23.56 Per Hour (Employer est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=1719&ao=1136043&s=58&guid=0000018acae803c4b63d73acce7fa46a&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_d5350677&cb=1695621323230&jobListingId=1008815071224&jrtk=5-yul1-3-1hb5eg6ckk7fs801-1hb5eg0vp2gtm000
Spring Health,Software Engineer Intern,New York NY,$50.00 Per Hour (Employer est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=1826&ao=1136043&s=58&guid=0000018acae831fbb511fb1cc5828e9e&src=GD_JOB_AD&t=SR&vt=w&cs=1_89adda86&cb=1695621329744&jobListingId=1008860484113&jrtk=5-yul1-0-1hb5egch7k7e1803-265a37b92e16f54a
Harman International,2024 Summer Intern- Software Test Engineer,Novi MI,$66K - $94K (Glassdoor est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=2214&ao=1136043&s=58&guid=0000018acae8fb1ea6949ba00d0497e8&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_98fe7dfe&cb=1695621386010&jobListingId=1008860466168&jrtk=5-yul1-3-1hb5ei3mrjjhk801-1hb5ehuqgjkvp800
Fujitsu,Software Development Intern,Richardson TX,$59K - $85K (Glassdoor est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=2218&ao=1136043&s=58&guid=0000018acae8fb1ea6949ba00d0497e8&src=GD_JOB_AD&t=SR&vt=w&cs=1_b94358b7&cb=1695621381234&jobListingId=1008859902933&jrtk=5-yul1-0-1hb5ehuqgjkvp800-0842268f23cf4614
Amazon.Com Services Llc,Amazon Robotics - Sensor Embedded Software Intern - Summer 2024 Amazon Robotics Sensor Team,North Reading MA,$100K - $136K (Glassdoor est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=2621&ao=1136043&s=58&guid=0000018acae9ac488ee5e1587aad1b57&src=GD_JOB_AD&t=SR&vt=w&cs=1_62cfb320&cb=1695621426588&jobListingId=1008860456921&jrtk=5-yul1-0-1hb5ejb3n2gtm001-17afb7d35ecdc235
Lockheed Martin,Software Engineer (Development)- Intern,Colorado Springs CO,,16,https://www.glassdoor.com/partner/jobListing.htm?pos=2721&ao=1136043&s=58&guid=0000018acae9c63f8243222254edc133&src=GD_JOB_AD&t=SR&vt=w&cs=1_013dd4c7&cb=1695621433227&jobListingId=1008859695334&jrtk=5-yul1-0-1hb5ejhjtjjjn800-d5a07449928ba908
"Martin'S Famous Pastry Shoppe, Inc.",Software Engineering Intern - 2024,Chambersburg PA,$63K - $102K (Glassdoor est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=2816&ao=1136043&s=58&guid=0000018acaea3673b774d03fdf3d6f38&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_f8024d8b&cb=1695621469709&jobListingId=1008859652986&jrtk=5-yul1-3-1hb5ekleek7rd801-1hb5ekdkviqv9800
Enova International,Software Engineer Internship Summer 2024,Chicago IL,$66K - $100K (Glassdoor est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=2822&ao=1136043&s=58&guid=0000018acaea3673b774d03fdf3d6f38&src=GD_JOB_AD&t=SR&vt=w&cs=1_eb498949&cb=1695621461973&jobListingId=1008860383304&jrtk=5-yul1-0-1hb5ekdkviqv9800-07144caf37a0f253
Ansys,Summer 2024 Intern - Software Development - Mechanical (Bachelor''s) *REMOTE,Canonsburg PA,$79K - $122K (Glassdoor est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=2829&ao=1136043&s=58&guid=0000018acaea3673b774d03fdf3d6f38&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_e7d60ced&cb=1695621476027&jobListingId=1008860715849&jrtk=5-yul1-3-1hb5ekrjh2bc5001-1hb5ekdkviqv9800
Rippling,Software Engineer Intern,New York NY,$9K (Employer est.),16,https://www.glassdoor.com/partner/jobListing.htm?pos=2919&ao=1136043&s=58&guid=0000018acaea7570bd01a0c7fea153e0&src=GD_JOB_AD&t=SR&vt=w&cs=1_db689808&cb=1695621478285&jobListingId=1008859126893&jrtk=5-yul1-0-1hb5ekthsjkud800-034b9357ea7b525d
Microsoft,Software Engineer: Intern Opportunities CTJ,Redmond WA,$5K - $10K (Employer est.),17,https://www.glassdoor.com/partner/jobListing.htm?pos=225&ao=1136043&s=58&guid=0000018acae4d895b69031064e665537&src=GD_JOB_AD&t=SR&vt=w&cs=1_d56ce3ab&cb=1695621110241&jobListingId=1008858692838&jrtk=5-yul1-0-1hb5e9m63irp2800-4101448e8af300bc
Shure,Application Software Development Intern,Irvine CA,$26.00 - $44.00 Per Hour (Employer est.),17,https://www.glassdoor.com/partner/jobListing.htm?pos=325&ao=1136043&s=58&guid=0000018acae5045fa4b8e2149927cf78&src=GD_JOB_AD&t=SR&vt=w&cs=1_d8d74473&cb=1695621121466&jobListingId=1008857791015&jrtk=5-yul1-0-1hb5ea14bk5rc800-75b8c151327edc36
Reyes Coca-Cola Bottling,Intern: Software Developer,Niles IL,$23.00 Per Hour (Employer est.),17,https://www.glassdoor.com/partner/jobListing.htm?pos=406&ao=1110586&s=58&guid=0000018acae52fd989cd5933e865a6de&src=GD_JOB_AD&t=SR&vt=w&cs=1_3ec56157&cb=1695621132578&jobListingId=1008857495648&cpc=B076152010A3B66C&jrtk=5-yul1-0-1hb5eac04jqu7800-49557035ef89086f---6NYlbfkN0BVmn9XB-TQocpIc_5E4L78FcVwkNpeDHoZSHyHFlI3V9n5v5CgLh7mkbsjPulJYltTpJtFBQ6xjSrwI7byU7xBNOYdV6rZG5868fVpciNBrrj1nrtS7vT5KtHiNcJPfZ2KQFbkBWDDToXFrWSanCWajABiqzX0yMPyAC3XsjY6zL-oesDhIWeZQpwm9_xFa1sC_-QN2bM7O6njR2kPxk42lRayauhTGA3nk9JKixDsfmYGJBp_1szf2cXOz5aSBWFxtQVWGEyFKl8nHEXHLy1qn0oK3ROz3XM-ulcpRtcrLI8iv9mKC6J5vjI2w3iP3v-UY59weLblxqWbM03F1SPZ6VUbpDC4dCIergtILYynz3YVX58pwJ345rp0dPTDEVAWSeL5-VLOKv69iRat-IJGMa-5AUJ_3lF56t_MXdG77Qvxjq56yWUbygbN91ZWhw8c7yvQUy1nzk9JgCrADTQltZSxOURUDWFfOgpFUTHosIaslULoNKE3S7oYpUoQc9BaV-xlbcTq0-qMNpecEY8tljL5jOQg7ht6NqsepYMQloZfbcPdtg22HYCVa-LSlQWeeUQHjsgk_0ag71FGCatQ8JB87Qlg9MJKYCq75BK2VbBW2CLtfUbX1g1MHPYhyS3qXgI4yVj-dGVBvj1mZ1-aTmdThv0JaDm1IC6YSqds4n19cRVxzxD4JY00hElk4OyJZkk9peXN8d4ZENscFDFL1wckQPjExwaj3N1bpMKTILWlL3GkuBJELZWVoGXFmt-G0EHKWkwWuaQ258aRhmy0kPhG1wazQWm519MTadeLl1M1Zzd7-MOWz_eZBCxeqNjXDSs-9xE46P5PVylLSVHGObKgnvVvP6-aaeXd4SiDKwmptfg1gVnnTEJQmunh13zFzScF2Ri2loBklzqm7uOVzMobJcyOVfAkdk74YSF0vGO4pxkHIza4IpMGao9rJ5AL9GGeaDEFe6-Kb6UV_sJzQZ91O4n9piuex7PviOwJ0IWKELmp7U8I76GQ0aHV63liI7h323KP_4rbhu2AjpNy9hwSLVTmUIvdunVB6YHprr3-Iqa6VTmF3_9WYfzxVRIOG1K30dSq3s-QKflWn3YvC49-HzsEG3VOyIc30ndnFz_Afz4TZ4fQBlp-61lUHz2YWbYtPlFan8RypaKrylhRPlc4p3xJihJ0gyi0DdapGmLcdxIiCaPk
Aveva,Software Developer Intern USA,Philadelphia PA,$36K - $110K (Employer est.),17,https://www.glassdoor.com/partner/jobListing.htm?pos=530&ao=1136043&s=58&guid=0000018acae55fe0a35a989b79a75dec&src=GD_JOB_AD&t=SR&vt=w&cs=1_054b1aea&cb=1695621144938&jobListingId=1008858010395&jrtk=5-yul1-0-1hb5eao0ji45n800-5418fdaba19bc983
Shure,Web Developer Intern,Chicago IL,$60K - $84K (Glassdoor est.),17,https://www.glassdoor.com/partner/jobListing.htm?pos=630&ao=1136043&s=58&guid=0000018acae5a80685f43d03a071ce7d&src=GD_JOB_AD&t=SR&vt=w&cs=1_f8e464f4&cb=1695621163447&jobListingId=1008857791028&jrtk=5-yul1-0-1hb5eba1sjktr800-4ba8625f6f2eec75
Hp,Personal Systems Software Engineer Internship,Spring TX,$25.00 - $36.00 Per Hour (Employer est.),17,https://www.glassdoor.com/partner/jobListing.htm?pos=816&ao=1136043&s=58&guid=0000018acae6262d9b76ff091206c2dd&src=GD_JOB_AD&t=SR&vt=w&cs=1_8d5df996&cb=1695621195639&jobListingId=1008857037957&jrtk=5-yul1-0-1hb5ec9j1k5rq800-df4c8250ef16f166
"Garmin International, Inc.",Software Engineer Intern (Spring Co-op),Yarmouth ME,$65K - $102K (Glassdoor est.),17,https://www.glassdoor.com/partner/jobListing.htm?pos=1212&ao=1136043&s=58&guid=0000018acae7168896e3f6a5b5441cd6&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_4ddfe5bb&cb=1695621268226&jobListingId=1008859361610&jrtk=5-yul1-3-1hb5eegllk78l801-1hb5ee5lmikei800
Cboe,Software Engineer Intern,New York NY,$30.00 - $39.00 Per Hour (Employer est.),17,https://www.glassdoor.com/partner/jobListing.htm?pos=1405&ao=1136043&s=58&guid=0000018acae79372a199576a0c827f3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_fca52e93&cb=1695621289167&jobListingId=1008857637653&jrtk=5-yul1-0-1hb5ef4t5ir1h800-c52167d70ca2bbde
Bell Textron Inc.,2024 Summer Intern - Software/Computer Science Engineering,Fort Worth TX,,17,https://www.glassdoor.com/partner/jobListing.htm?pos=2018&ao=1136043&s=58&guid=0000018acae89ce2a51292c29c35db4d&src=GD_JOB_AD&t=SR&vt=w&cs=1_f86b6809&cb=1695621357140&jobListingId=1008857758944&jrtk=5-yul1-0-1hb5eh78oj33q801-9b0474ace1975e12
Stonex Group,Intern - Web Developer,Winter Park FL,$63K - $99K (Glassdoor est.),17,https://www.glassdoor.com/partner/jobListing.htm?pos=2309&ao=1136043&s=58&guid=0000018acae92a9fb3ebb56ff185d261&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_4fbd08d5&cb=1695621399723&jobListingId=1008850107226&jrtk=5-yul1-3-1hb5eih36jg9h801-1hb5eiamjjjj2800
"Cambridge Investment Research, Inc.",Software Developer Intern,Fairfield IA,$19.00 - $25.00 Per Hour (Employer est.),17,https://www.glassdoor.com/partner/jobListing.htm?pos=2326&ao=1136043&s=58&guid=0000018acae92a9fb3ebb56ff185d261&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_9d4ae2d4&cb=1695621406867&jobListingId=1008856808273&jrtk=5-yul1-3-1hb5eio1vjjh3801-1hb5eiamjjjj2800
Vertex Professional Service Llc,2024 Software Engineering Intern,Indianapolis IN,$63K - $106K (Glassdoor est.),17,https://www.glassdoor.com/partner/jobListing.htm?pos=2426&ao=1136043&s=58&guid=0000018acae96faa9e67b405e40257e7&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_41fa65ae&cb=1695621417293&jobListingId=1008858957790&jrtk=5-yul1-3-1hb5ej28dk798801-1hb5eiruuj33q800
Shure,DevOps Software Cloud Intern,Niles IL,$89K - $119K (Glassdoor est.),17,https://www.glassdoor.com/partner/jobListing.htm?pos=2506&ao=1136043&s=58&guid=0000018acae993b290851f738162eff7&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_243b4441&cb=1695621421714&jobListingId=1008882796156&jrtk=5-yul1-3-1hb5ej6ifirqr801-1hb5ej4vbjqtj800
Shure,Software Prototyping Intern,Niles IL,$58K - $82K (Glassdoor est.),17,https://www.glassdoor.com/partner/jobListing.htm?pos=2911&ao=1136043&s=58&guid=0000018acaea7570bd01a0c7fea153e0&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_24186fa8&cb=1695621481154&jobListingId=1008857791091&jrtk=5-yul1-3-1hb5el0iok7fk801-1hb5ekthsjkud800
Great West Casualty Company,IT Intern - Systems Developer,South Sioux City NE,$19.00 Per Hour (Employer est.),18,https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=1110586&s=58&guid=0000018acae4be93a327bb68a776600d&src=GD_JOB_AD&t=SR&vt=w&cs=1_f9f081eb&cb=1695621103580&jobListingId=1008855707555&cpc=5FEB1BEB8E14EF52&jrtk=5-yul1-0-1hb5e9fn9k6pm800-f813169a28a5dc8d---6NYlbfkN0DamS9fC2jO7sSMgEi5j4tIoSiQIG4nLX6T3SBUpa3AZ44kr7rnsGw7NJ1mdq7I9wk7xvGgxo3HlvMfqhYs5_Q9jYy2okBZpP3jY0Bh5bhQJ4qGN9Scgc5zRXzgR4l74iowGf1v24knml5T5na4l-3_1k1RRpNHuRrYRy7bUG5zTfBBQx7iREGpIk5eoc_IqRPxjeFdxCYaumei9Zxg67ihvQdMoBCXuCqLIb5U8DbGu-kksETv-O0jhZh6CyLNJNSiN32-uliLR--6byn1kOlveiWVAzC_kUJO1bvVDpcYN3OwS9S9vn_LIdE3Eff9dTBRd847oq34SunwVgYs55jyBKkZHYtUItI43H1fU1YcI7LLyG0yfT_5Bc0rA8M_dETujtptnf2WXAl_AqtJ00_hnNel2lHJ-ESIpzKattry1uwChbUoZkmYCW4E7rC5-KOfgWyt8BrDz23rGMKUzB3i6_ZVmhPnrCoqNB0uqw91e5QhuwYoXQC_8hICY6zQvE7H098eP3XTpWtqi8gSUxytJlvkvIIgS2Zk_QvhtaqJRhQxA2LLONHYCIK8hDKDqMC02b32Maw4i4TNLXB3V3AIubI_rEu2sL4yU8dNfImf1tIWKGIBDfFgsoReqkkK8yiSXoIBFWEyb4ZWMbpovfO8GV--lBSizJPGEDZWhjjekQ%3D%3D
Co-Op Solutions,Data Developer Intern,Des Moines IA,$57K - $82K (Glassdoor est.),18,https://www.glassdoor.com/partner/jobListing.htm?pos=224&ao=1136043&s=58&guid=0000018acae4d895b69031064e665537&src=GD_JOB_AD&t=SR&vt=w&cs=1_5b8b1a81&cb=1695621110241&jobListingId=1008855584733&jrtk=5-yul1-0-1hb5e9m63irp2800-790baefbffb80e1e
Epic Games,Data Software Engineer Intern,Cary NC,$69K - $105K (Glassdoor est.),18,https://www.glassdoor.com/partner/jobListing.htm?pos=524&ao=1136043&s=58&guid=0000018acae55fe0a35a989b79a75dec&src=GD_JOB_AD&t=SR&vt=w&cs=1_27a96652&cb=1695621144937&jobListingId=1008855340696&jrtk=5-yul1-0-1hb5eao0ji45n800-9a1d6cc10aa02cf8
Qorvo,Software Engineering Intern,San Jose CA,$33.00 - $43.00 Per Hour (Employer est.),18,https://www.glassdoor.com/partner/jobListing.htm?pos=813&ao=1136043&s=58&guid=0000018acae6262d9b76ff091206c2dd&src=GD_JOB_AD&t=SR&vt=w&cs=1_22b59c60&cb=1695621195638&jobListingId=1008854147927&jrtk=5-yul1-0-1hb5ec9j1k5rq800-0a60da70ec6f79a0
Co-Op Solutions,Solutions Architect Intern (Software Development),Des Moines IA,$87K - $128K (Glassdoor est.),18,https://www.glassdoor.com/partner/jobListing.htm?pos=919&ao=1136043&s=58&guid=0000018acae678ca9caed559f397fe00&src=GD_JOB_AD&t=SR&vt=w&cs=1_30ee5f32&cb=1695621216781&jobListingId=1008855584722&jrtk=5-yul1-0-1hb5ecu7pjkud800-b09e4e19f67335b8
Amazon.Com Services Llc,Amazon Robotics - Software Development Engineer (SDE) Intern - Summer 2024,Westborough MA,$102K - $135K (Glassdoor est.),18,https://www.glassdoor.com/partner/jobListing.htm?pos=1005&ao=1136043&s=58&guid=0000018acae6bcb68642e7eeb87fa055&src=GD_JOB_AD&t=SR&vt=w&cs=1_4f6745c8&cb=1695621234177&jobListingId=1008855196887&jrtk=5-yul1-0-1hb5edf7bk7e1800-14af2415f1d903fe
Dick'S Sporting Goods,Summer 2024 Software Engineering Internship,Coraopolis PA,$36K - $55K (Glassdoor est.),18,https://www.glassdoor.com/partner/jobListing.htm?pos=1020&ao=1136043&s=58&guid=0000018acae6bcb68642e7eeb87fa055&src=GD_JOB_AD&t=SR&vt=w&cs=1_da32563b&cb=1695621234182&jobListingId=1008854990735&jrtk=5-yul1-0-1hb5edf7bk7e1800-8d85d3782e9430b3
Silicon Labs Careers,Software Engineer - Intern,Austin TX,$37.00 Per Hour (Employer est.),18,https://www.glassdoor.com/partner/jobListing.htm?pos=1716&ao=1136043&s=58&guid=0000018acae803c4b63d73acce7fa46a&src=GD_JOB_AD&t=SR&vt=w&cs=1_885908ed&cb=1695621317978&jobListingId=1008855532417&jrtk=5-yul1-0-1hb5eg0vp2gtm000-f7d42c1b8b88e51d
National Information Solutions Cooperative (Nisc),Intern - Software Development,Lake Saint Louis MO,$74K - $108K (Glassdoor est.),18,https://www.glassdoor.com/partner/jobListing.htm?pos=2124&ao=1136043&s=58&guid=0000018acae8ccd382f5a7a4efed9de9&src=GD_JOB_AD&t=SR&vt=w&cs=1_3a2adb1e&cb=1695621369363&jobListingId=1008855235389&jrtk=5-yul1-0-1hb5ehj83jqtj800-46ae02f57c4ef55f
Citizens,Software Engineer Intern- Technology Summer Internship Program (June 2024),Johnston RI,$62K - $90K (Glassdoor est.),18,https://www.glassdoor.com/partner/jobListing.htm?pos=2317&ao=1136043&s=58&guid=0000018acae92a9fb3ebb56ff185d261&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_0ecd0e0c&cb=1695621402390&jobListingId=1008842285130&jrtk=5-yul1-3-1hb5eijmhk6p3801-1hb5eiamjjjj2800
Cme Group,Software Engineering Internship - Summer 2024,Chicago IL,$65K - $99K (Glassdoor est.),18,https://www.glassdoor.com/partner/jobListing.htm?pos=2824&ao=1136043&s=58&guid=0000018acaea3673b774d03fdf3d6f38&src=GD_JOB_AD&t=SR&vt=w&cs=1_b3bfcdd7&cb=1695621461974&jobListingId=1008855662280&jrtk=5-yul1-0-1hb5ekdkviqv9800-53a3bbc0dab7a001
Par Systems Group Llc,Software Engineering Intern,Shoreview MN,$62K - $92K (Glassdoor est.),18,https://www.glassdoor.com/partner/jobListing.htm?pos=2918&ao=1136043&s=58&guid=0000018acaea7570bd01a0c7fea153e0&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_898dc1d4&cb=1695621478285&jobListingId=1008855882715&jrtk=5-yul1-0-1hb5ekthsjkud800-fcf73eb8d7995522
"Urbn Outfitters, Inc.",URBN: Software Engineer Intern,Philadelphia PA,$78K - $118K (Glassdoor est.),19,https://www.glassdoor.com/partner/jobListing.htm?pos=709&ao=1136043&s=58&guid=0000018acae5ed61be18348fd7420f4e&src=GD_JOB_AD&t=SR&vt=w&cs=1_dcfd2217&cb=1695621181178&jobListingId=1008852814198&jrtk=5-yul1-0-1hb5ebre6jktr802-96bb9f87f3ce3f2e
"Esri, Inc.",Information Technology - Application Developer Internships,Redlands CA,$30.00 - $34.00 Per Hour (Employer est.),19,https://www.glassdoor.com/partner/jobListing.htm?pos=727&ao=1136043&s=58&guid=0000018acae5ed61be18348fd7420f4e&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_bc6847fb&cb=1695621192125&jobListingId=1008230837959&jrtk=5-yul1-3-1hb5ec6bok79i801-1hb5ebre6jktr802
Co-Op Solutions,Application Development Intern,Clive IA,$52K - $78K (Glassdoor est.),19,https://www.glassdoor.com/partner/jobListing.htm?pos=915&ao=1136043&s=58&guid=0000018acae678ca9caed559f397fe00&src=GD_JOB_AD&t=SR&vt=w&cs=1_58fc7592&cb=1695621216780&jobListingId=1008853311139&jrtk=5-yul1-0-1hb5ecu7pjkud800-050345f8fd1e74fe
Veritas Technologies,Summer 2024- Software Engineering Intern- Undergraduate,Remote,$42.00 Per Hour (Employer est.),19,https://www.glassdoor.com/partner/jobListing.htm?pos=924&ao=1136043&s=58&guid=0000018acae678ca9caed559f397fe00&src=GD_JOB_AD&t=SR&vt=w&cs=1_5b894ceb&cb=1695621216782&jobListingId=1008853378420&jrtk=5-yul1-0-1hb5ecu7pjkud800-d17bfa28bfe9442a
Tokyo Electron Limited,Software Development Engineer Intern - Summer 2024,Hillsboro OR,$98K - $139K (Glassdoor est.),19,https://www.glassdoor.com/partner/jobListing.htm?pos=927&ao=1136043&s=58&guid=0000018acae678ca9caed559f397fe00&src=GD_JOB_AD&t=SR&vt=w&cs=1_ba75c9cc&cb=1695621216782&jobListingId=1008853210687&jrtk=5-yul1-0-1hb5ecu7pjkud800-fa41beb6860709ca
Tokyo Electron Limited,Software Engineer Intern - Spring/Fall Co-op or Summer Intern,Austin TX,$70K - $113K (Glassdoor est.),19,https://www.glassdoor.com/partner/jobListing.htm?pos=2123&ao=1136043&s=58&guid=0000018acae8ccd382f5a7a4efed9de9&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_623c5f80&cb=1695621378098&jobListingId=1008877299786&jrtk=5-yul1-3-1hb5ehrvijjhm801-1hb5ehj83jqtj800
